Player_Name,Team,Number,Position,Salary,Height,Weight,Birthdate,Age,Experience,College,City,State,Race
"Lang, T.J.",GB,70,OL,441200,76,318,9/20/1987,26,5,Eastern Michigan,"Royal Oak, MI",michigan,White
"Langford, Kendall",STL,98,DE,6000000,78,295,1/27/1986,27,6,Hampton,"Petersburg, VA",virginia,Black
"Lankster, Ellis",NYJ,21,CB,610000,69,190,6/3/1987,26,4,West Virginia,"Mobile, AL",alabama,Black
"Lanning, Spencer",CLE,5,P,450000,71,200,5/21/1988,25,1,South Carolina,,,White
"Lansanah, Danny",NYJ,47,LB,480000,73,255,8/28/1985,28,2,Connecticut,"Harrisburg, PA",pennsylvania,Black
"Larsen, Ted",TB,62,C,467500,74,305,6/13/1987,26,4,North Carolina State,"Miami, FL",florida,White
"Lattimore, Jamari",GB,57,LB,466667,74,230,10/6/1988,25,3,Middle Tennessee State,"Miami, FL",florida,Black
"Laurinaitis, James",STL,55,LB,7020000,74,250,12/3/1986,27,5,Ohio State,"Minneapolis, MN",minnesota,White
"Lauvao, Shawn",CLE,66,OL,825000,75,315,10/26/1987,26,4,Arizona State,"Honolulu, HI",hawaii,Asian/Pacific Islander
"Lawson, Javone",ARI,,WR,405000,73,183,2/17/1990,23,0,Louisiana-Lafayette,"New Orleans, LA",louisiana,Black
"Lawson, Manny",BUF,91,LB,3000000,77,240,7/13/1984,29,8,North Carolina State,"Goldsboro, NC",north carolina,Black
"Leach, Mike",ARI,82,LS,1090667,74,235,10/18/1976,37,14,William & Mary,"Dover, NJ",new jersey,White
"Leach, Vonta",BAL,44,RB,1875000,72,260,11/6/1981,32,10,East Carolina,"Lumberton, NC",north carolina,Black
"Leary, Ronald",DAL,65,OL,483000,75,331,4/29/1989,24,1,Memphis,"Baton Rouge, LA",louisiana,Black
"Lechler, Shane",HOU,9,P,1833333,74,241,8/7/1976,37,14,Texas A&M,"Sealy, TX",texas,White
"Lee, Andy",SF,4,P,3085714,74,180,8/11/1982,31,10,Pittsburgh,"Westminster, SC",south carolina,White
"Lee, Saeed",ATL,,CB,495000,71,160,1/20/1991,22,0,Alabama State,,,White
"Lee, Sean",DAL,50,LB,872500,74,234,7/22/1986,27,4,Penn State,"Pittsburgh, PA",pennsylvania,White
"Lefeged, Joe",IND,35,S,467667,72,204,6/2/1988,25,3,Rutgers,"Durham, NC",north carolina,Black
"Legursky, Doug",BUF,59,C,900000,73,315,6/9/1986,27,5,Marshall,"Frankfurt, Germany",Germany,White
"Lelito, Tim",NO,68,OL,905000,76,315,7/21/1989,24,0,Grand Valley State,,,White
"Lemon, Alec",HOU,17,WR,288000,73,207,6/1/1991,22,0,Syracuse,,,White
"Lemonier, Corey",SF,96,LB,675813,75,255,11/19/1991,22,0,Auburn,,,Black
"Leonard, Brian",TB,30,RB,780000,73,225,2/3/1984,29,7,Rutgers,"Gouveneur, NY",new york,White
"LeRibeus, Josh",WAS,67,OL,714081,74,315,7/2/1989,24,2,Southern Methodist,"Houston, TX",texas,White
"Leshoure, Mikel",DET,25,RB,858545,72,233,3/30/1990,23,3,Illinois,"Streator, IL",illinois,Black
"Levine, Anthony",BAL,41,S,480000,71,203,3/27/1987,26,2,Tennessee State,"Abbeville, LA",louisiana,Black
"Levitre, Andy",TEN,67,OL,7800000,74,305,5/15/1986,27,5,Oregon State,"Los Gatos, CA",california,White
"Levy, DeAndre",DET,54,LB,3250000,74,238,3/26/1987,26,5,Wisconsin,"Milwaukee, WI",wisconsin,Black
"Lewis, Dion",CLE,28,RB,621720,68,195,9/27/1990,23,3,Pittsburgh,"Albany, NY",new york,Black
"Lewis, Keenan",NO,28,CB,570000,73,208,5/17/1986,27,5,Oregon State,"New Orleans, LA",louisiana,Black
"Lewis, Kendrick",KC,23,S,709975,72,198,6/16/1988,25,4,Mississippi,"New Orleans, LA",louisiana,Black
"Lewis, Marcedes",JAC,89,TE,6800000,78,272,5/19/1984,29,8,UCLA,"Los Alamitos, CA",california,Black
"Lewis, Travis",DET,50,LB,539793,74,222,1/15/1988,25,2,Oklahoma,"San Antonio, TX",texas,Black
"Lichtensteiger, Kory",WAS,78,OL,3500000,74,284,3/22/1985,28,5,Bowling Green State,"Van Wert, OH",ohio,White
"Lindley, Ryan",ARI,14,QB,551327,75,232,6/22/1989,24,2,San Diego State,"San Diego, CA",california,White
"Line, Zach",MIN,48,RB,499333,73,233,4/26/1990,23,0,Southern Methodist,,,White
"Linkenbach, Jeffrey",IND,72,OL,1323000,78,325,6/9/1987,26,4,Cincinnati,"Sandusky, OH",ohio,White
"Little, Greg",CLE,18,WR,831875,74,220,5/30/1989,24,3,North Carolina,"Durham, NC",north carolina,Black
"Liuget, Corey",SD,94,DE,,74,300,3/18/1990,23,3,Illinois,"Miami, FL",florida,Black
"Livings, Nate",DAL,71,OL,3740000,76,320,3/16/1982,31,6,LSU,"Lake Charles, LA",louisiana,White
"Loadholt, Phil",MIN,71,OL,6250000,80,343,1/21/1986,27,5,Oklahoma,"Honolulu, HI",hawaii,White
"Locke, Jeff",MIN,12,P,586048,72,209,9/27/1989,24,0,UCLA,"Frankfurt, Germany",Germany,White
"Locker, Jake",TEN,10,QB,3146501,75,234,6/15/1988,25,3,Washington,"Bellingham, WA",washington,White
"Loeffler, Cullen",MIN,46,LS,1098333,77,241,1/27/1981,32,10,Texas,"Washington, DC",DC,White
"Lofton, Curtis",NO,50,LB,,72,241,6/2/1986,27,6,Oklahoma,"Kingfisher, OK",oklahoma,Black
"Logan, Bennie",PHI,96,DL,765523,74,309,12/28/1989,23,0,LSU,"Shreveport, LA",louisiana,Black
"Long, Chris",STL,91,DE,12062000,75,270,3/28/1985,28,6,Virginia,"Santa Monica, CA",california,White
"Long, Jake",STL,77,OL,8500000,79,319,5/9/1985,28,6,Michigan,"Detroit, MI",michigan,White
"Long, Kyle",CHI,75,OL,2075238,78,313,12/5/1988,25,0,Oregon,,,White
"Looney, Joe",SF,78,OL,631301,75,309,8/31/1990,23,2,Wake Forest,,,Black
"Lorig, Erik",TB,41,FB,456401,76,250,11/17/1986,27,4,Stanford,"Rolling Hills, CA",california,White
"Lotulelei, John",SEA,46,LB,503333,71,233,12/4/1991,22,0,nevada,"Kihei, HI",hawaii,Asian/Pacific Islander
"Lotulelei, Star",CAR,96,DL,2401125,74,315,12/20/1989,24,0,Utah,,Tonga,Asian/Pacific Islander
"Love, DeMarcus",MIN,73,TE,535000,76,315,3/7/1988,25,2,Arkansas,"Dallas, TX",texas,Black
"Love, Kyle",JAC,74,DL,3090000,73,315,11/18/1986,27,4,Mississippi State,,South Korea,Black
"Lowery, Dwight",JAC,25,S,3400000,71,212,1/23/1986,27,6,San Jose State,"Santa Cruz, CA",california,Black
"Luck, Andrew",IND,12,QB,5527000,76,239,9/12/1989,24,2,Stanford,"Washington, DC",DC,White
"Lumpkin, Ricky",ARI,95,DL,405000,76,306,9/7/1988,25,2,Kentucky,"Mount Holly, NJ",new jersey,Black
"Lutrus, Scott",IND,56,LB,465000,75,238,4/23/1988,25,2,Connecticut,"Brookfield, CT",connecticut,White
"Lynch, Marshawn",SEA,24,RB,7750000,71,215,4/22/1986,27,7,California,"Oakland, CA",california,Black
"Mack, Alex",CLE,55,C,2920000,76,311,11/19/1985,28,5,California,"Los Angeles, CA",california,White
"Maclin, Jeremy",PHI,18,WR,3100000,72,198,5/11/1988,25,5,Missouri,"Chesterfield, MO",missouri,Black
"Maiava, Kaluka",OAK,50,LB,2000000,72,230,12/27/1986,26,5,USC,"Honolulu, HI",hawaii,Asian/Pacific Islander
"Mallett, Ryan",NE,15,QB,736957,78,245,6/5/1988,25,3,Arkansas,"Batesville, AR",arkansas,White
"Malone, Robert",NYJ,3,P,556667,74,215,2/4/1988,25,3,Fresno State,"Orange, CA",california,White
"Maneri, Steve",CHI,87,TE,775600,79,280,3/20/1988,25,3,Temple,"Saddle Brook, NJ",new jersey,White
"Mangold, Nick",NYJ,74,C,7153286,76,307,1/13/1984,29,8,Ohio State,"Centreville, OH",ohio,White
"Mankins, Logan",NE,70,OL,8500000,76,310,3/10/1982,31,9,Fresno State,"Catheys Valley, CA",california,White
"Mannelly, Patrick",CHI,65,LS,932500,77,265,4/18/1975,38,16,Duke,"Atlanta, GA",georgia,White
"Manning, Danieal",HOU,38,S,5000000,71,213,8/9/1982,31,8,Abilene Christian,"Corsicana, TX",texas,Black
"Manning, Eli",NYG,10,QB,15271429,76,218,1/3/1981,32,10,Mississippi,"New Orleans, LA",louisiana,White
"Manning, Peyton",DEN,18,QB,19200000,77,230,3/24/1976,37,16,Tennessee,"New Orleans, LA",louisiana,White
"Manningham, Mario",SF,82,WR,3687500,72,185,5/25/1986,27,6,Michigan,"Warren, OH",ohio,Black
"Manuel, EJ",BUF,3,QB,2221325,76,237,3/19/1990,23,0,Florida State,"Virginia Beach, VA",virginia,Black
"Maponga, Stansly",ATL,99,DE,586685,74,265,3/5/1991,22,0,Texas Christian,,,Black
"Maragos, Chris",SEA,42,S,1323000,70,200,1/6/1987,26,4,Wisconsin,"Racine, WI",wisconsin,White
"Mariani, Marc",TEN,83,WR,462350,73,190,5/2/1987,26,4,Montana,"Havre, MT",montana,White
"Marks, Sen'Derrick",JAC,99,DL,1500000,74,294,2/23/1987,26,5,Auburn,"Mobile, AL",alabama,Black
"Marsh, Curtis",PHI,31,CB,809790,73,197,3/1/1988,25,3,Utah State,"Los Angeles, CA",california,Black
"Marshall, Brandon",CHI,15,WR,8955800,76,230,3/23/1984,29,8,Central Florida,"Pittsburgh, PA",pennsylvania,Black
"Martin, Doug",TB,22,RB,1696954,69,215,1/13/1989,24,2,Boise State,"Oakland, CA",california,Black
"Martin, Jonathan",MIA,71,OL,1196067,77,312,8/19/1989,24,2,Stanford,"Pittsburgh, PA",pennsylvania,Black
"Martin, Josh",KC,62,LB,,75,245,11/7/1991,22,0,Columbia,,,Black
"Martin, Keshawn",HOU,82,WR,628140,71,190,3/15/1990,23,2,Michigan State,"Inkster, MI",michigan,Black
"Martin, Markelle",TEN,26,S,550947,72,207,6/20/1990,23,2,Oklahoma State,"Wichita Falls, TX",texas,Black
"Martin, Mike",TEN,93,DL,681890,73,306,9/1/1990,23,2,Michigan,"Detroit, MI",michigan,White
"Martin, Sam",DET,6,P,580075,73,205,2/27/1990,23,0,Appalachian State,,,Black
"Martin, Vaughn",MIA,90,DE,2000000,76,300,4/18/1986,27,5,Western Ontario (Canada),"Negril, Jamaica",Jamaica,Black
"Massaquoi, Jonathan",ATL,96,DE,567215,74,264,5/18/1988,25,2,Troy,"Lawrenceville, GA",georgia,Black
"Massie, Bobby",ARI,70,OL,635845,78,316,8/1/1989,24,2,Mississippi,"Lynchburg, VA",virginia,Black
"Masthay, Tim",GB,8,P,1201000,73,200,3/16/1987,26,4,Kentucky,"Pittsburgh, PA",pennsylvania,White
"Mastrud, Jeron",OAK,48,TE,630000,77,255,12/17/1987,26,4,Kansas State,"Beaverton, OR",oregon,White
"Mathews, Ricardo",IND,91,DL,540000,75,300,7/30/1987,26,4,Cincinnati,"Jacksonville, FL",florida,Black
"Mathews, Ryan",SD,24,RB,700000,72,220,10/10/1987,26,4,Fresno State,"Riverside, CA",california,Black
"Mathieu, Tyrann",ARI,32,S,763125,69,186,5/13/1992,21,0,LSU,"New Orleans, LA",louisiana,Black
"Mathis, Evan",PHI,69,OL,5000000,77,298,11/1/1981,32,9,Alabama,"Birmingham, AL",alabama,White
"Mathis, Robert",IND,98,LB,9000000,74,246,2/26/1981,32,11,Alabama A&M,"Atlanta, GA",georgia,Black
"Matthews, Casey",PHI,50,LB,619966,73,240,1/16/1989,24,3,Oregon,"Northridge, CA",california,White
"Matthews, Clay",GB,52,LB,11628333,75,255,5/14/1986,27,5,USC,"Los Angeles, CA",california,White
"Matthews, Cliff",ATL,98,DE,521750,76,268,8/5/1989,24,3,South Carolina,"Cheraw, SC",south carolina,Black
"Matthews, Rishard",MIA,18,WR,538403,72,210,10/12/1989,24,2,nevada,"San Diego, CA",california,Black
"Maualuga, Rey",CIN,58,LB,3250000,74,255,1/20/1987,26,5,USC,"Fort Sill, OK",oklahoma,Asian/Pacific Islander
"Mauga, Josh",NYJ,53,LB,630000,73,245,6/20/1987,26,4,nevada,"Ewa Beach, HI",hawaii,Asian/Pacific Islander
"Mauti, Michael",MIN,56,LB,555682,74,240,1/19/1990,23,0,Penn State,"New Orleans, LA",louisiana,White
"Maxwell, Byron",SEA,41,CB,538363,73,207,2/23/1988,25,3,Clemson,"North Charleston, SC",south carolina,Black
"Mayo, Jerod",NE,51,LB,7121429,73,250,2/23/1986,27,6,Tennessee,"Hampton, VA",virginia,Black
"Mays, Taylor",CIN,26,S,1015000,75,220,2/7/1988,25,4,USC,"Seattle, WA",washington,Black
"McAfee, Pat",IND,1,P,2977000,73,233,5/2/1987,26,5,West Virginia,"Pittsburgh, PA",pennsylvania,White
"McBride, Trumaine",NYG,38,CB,630000,69,185,9/24/1985,28,6,Mississippi,"Houston, TX",texas,Black
"McCain, Brice",HOU,21,CB,1750000,69,182,12/10/1986,27,5,Utah,"Dallas, TX",texas,Black
"McCann, Bryan",ARI,22,CB,630000,71,185,9/29/1987,26,4,Southern Methodist,"Lawton, OK",oklahoma,Black
"McCarthy, Colin",TEN,52,LB,623850,73,238,5/30/1988,25,3,Miami (Fla.),"Birdsboro, PA",pennsylvania,White
"McClain, Antoine",BAL,60,OL,405000,77,336,12/6/1989,24,0,Clemson,,,Black
"McClain, Jameel",BAL,53,LB,3500000,73,245,7/25/1985,28,6,Syracuse,"Philadelphia, PA",pennsylvania,Black
"McClain, Le'Ron",SD,33,FB,4093400,72,260,12/27/1984,28,7,Alabama,"Fort Wayne, IN",indiana,Black
"McClain, Robert",ATL,27,CB,510000,69,195,7/22/1988,25,4,Connecticut,"Philadelphia, PA",pennsylvania,Black
"McClain, Terrell",HOU,97,DL,510000,74,304,7/20/1988,25,3,South Florida,"Tampa, FL",florida,Black
"McClellan, Albert",BAL,50,LB,555000,74,245,6/4/1986,27,3,Marshall,"Lakeland, FL",florida,Black
"McClellin, Shea",CHI,99,DE,2065850,75,260,8/1/1989,24,2,Boise State,"Caldwell, ID",idaho,White
"McCluster, Dexter",KC,22,WR,1325000,68,170,8/25/1988,25,4,Mississippi,"Largo, FL",florida,Black
"McCourty, Devin",NE,32,S,2000000,70,195,8/13/1987,26,4,Rutgers,"Nyack, NY",new york,Black
"McCourty, Jason",TEN,30,CB,7376667,72,188,8/13/1987,26,5,Rutgers,"Nyack, NY",new york,Black
"McCown, Josh",CHI,12,QB,865000,76,213,7/4/1979,34,11,Sam Houston State,"Jacksonville, TX",texas,White
"McCown, Luke",NO,7,QB,,76,217,7/12/1981,32,10,Louisiana Tech,"Jacksonville, TX",texas,White
"McCoy, Colt",SF,2,QB,1240000,73,215,9/5/1986,27,4,Texas,"Hobbs, NM",new mexico,White
"McCoy, Gerald",TB,93,DL,12687451,76,300,2/25/1988,25,4,Oklahoma,"Oklahoma City, OK",oklahoma,Black
"McCoy, LeSean",PHI,25,RB,7602500,71,208,7/12/1988,25,5,Pittsburgh,"Harrisburg, PA",pennsylvania,Black
"McCray, Danny",DAL,40,S,1323000,73,221,3/10/1988,25,4,LSU,"Houston, TX",texas,Black
"McCray, Demetrius",JAC,35,CB,556741,72,185,5/11/1991,22,0,Appalachian State,,,Black
"McCray, Kelcie",MIA,37,S,48333,73,205,9/21/1988,25,2,Arkansas State,,,Black
"McCray, Lerentee",DEN,47,LB,500833,75,249,8/26/1990,23,0,Florida,,,Black
"McDaniel, Tony",SEA,99,DL,890000,79,305,1/20/1985,28,8,Tennessee,"Hartsville, SC",south carolina,Black
"McDermott, Kevin",SF,47,LS,496667,76,234,1/12/1990,23,0,UCLA,,,White
"McDonald, Ray",SF,91,DL,4000000,75,290,9/2/1984,29,7,Florida,"Pahokee, FL",florida,Black
"McDonald, T.J.",STL,25,S,702000,74,219,1/26/1991,22,0,USC,,,Black
"McDonald, Vance",SF,89,TE,899795,76,267,6/13/1990,23,0,Rice,,,White
"McDougald, Bradley",KC,48,S,,73,209,11/15/1990,23,0,Kansas,,,Black
"McFadden, Darren",OAK,20,RB,10002292,73,218,8/27/1987,26,6,Arkansas,"Little Rock, AR",arkansas,Black
"McFadden, Leon",CLE,29,CB,749833,69,195,10/26/1990,23,0,San Diego State,"Bellflower, CA",california,Black
"McGee, Brandon",STL,32,CB,587790,71,193,12/11/1990,23,0,Miami (Fla.),"Miami, FL",florida,Black
"McGee, Stacy",OAK,92,DL,559670,75,310,1/17/1990,23,0,Oklahoma,,,Black
"McGloin, Matthew",OAK,14,QB,495000,73,210,12/2/1989,24,0,Penn State,"Scranton, PA",pennsylvania,White
"McGlynn, Mike",IND,75,OL,1525000,76,325,3/8/1985,28,6,Pittsburgh,"Austintown, OH",ohio,White
"McIntyre, Garrett",NYJ,50,LB,470000,75,255,11/26/1984,29,3,Fresno State,"South Lake Tahoe, CA",california,White
"McKelvin, Leodis",BUF,21,CB,4250000,70,185,9/4/1985,28,6,Troy,"Waycross, GA",georgia,Black
"McKinnie, Bryant",BAL,78,OL,3150000,80,352,9/23/1979,34,12,Miami (Fla.),"Woodbury, NJ",new jersey,Black
"McLendon, Steve",PIT,90,DL,,76,280,1/3/1986,27,4,Troy,"Ozark, AL",alabama,Black
"McLeod, Rodney",STL,23,S,481333,70,183,6/23/1990,23,2,Virginia,"Clinton, MD",maryland,Black
"McManis, Sherrick",CHI,27,CB,495500,73,193,12/19/1987,26,4,Northwestern,"Peoria, IL",illinois,Black
"McMillian, Jerron",GB,22,S,600146,71,203,4/2/1989,24,2,Maine,"Newark, NJ",new jersey,Black
"McNeill, Mike",STL,82,TE,555000,76,235,3/7/1988,25,3,Nebraska,"St. Louis, MO",missouri,White
"McPhee, Pernell",BAL,90,DE,546140,75,280,12/17/1988,25,3,Mississippi State,"Orlando, FL",florida,Black
"McQuaide, Jake",STL,44,LS,911000,74,247,12/7/1987,26,3,Ohio State,"Cincinnati, OH",ohio,White
"McQuistan, Paul",SEA,67,OL,2000000,78,315,4/30/1983,30,8,Weber State,"San Diego, CA",california,White
"Means, Steven",TB,96,DE,587938,75,260,12/5/1989,24,0,Buffalo,"Buffalo, NY",new york,Black
"Mebane, Brandon",SEA,92,DL,5000000,73,311,1/15/1985,28,7,California,"Los Angeles, CA",california,Black
"Meeks, Johnathan",BUF,36,CB,589500,72,209,11/8/1989,24,0,Clemson,,,Black
"Meester, Brad",JAC,63,C,1075000,75,292,3/23/1977,36,14,Northern Iowa,"Iowa Falls, IA",iowa,White
"Mellette, Aaron",BAL,13,WR,551474,74,217,12/28/1989,23,0,Elon,,,Black
"Melton, Henry",CHI,69,DL,8450000,75,295,10/11/1986,27,5,Texas,"Fort Worth, TX",texas,Black
"Melvin, Rashaan",TB,28,CB,,74,193,10/2/1989,24,0,Northern Illinois,"Waukegan, IL",illinois,Black
"Mendenhall, Rashard",ARI,28,RB,2500000,70,225,6/19/1987,26,6,Illinois,"Skokie, IL",illinois,Black
"Mercilus, Whitney",HOU,59,LB,1908522,76,252,7/21/1990,23,2,Illinois,"Akron, OH",ohio,Black
"Meredith, Jamon",TB,79,OL,750000,77,312,5/11/1986,27,5,South Carolina,"Simpsonville, SC",south carolina,Black
"Meriweather, Brandon",WAS,31,S,3000000,71,197,1/14/1984,29,7,Miami (Fla.),"Apopka, FL",florida,Black
"Merling, Phillip",WAS,93,DE,715000,77,315,4/19/1985,28,4,Clemson,"Portsmouth, VA",virginia,Black
"Michael, Christine",SEA,33,RB,843608,70,221,11/9/1990,23,0,Texas A&M,"Beaumont, TX",texas,Black
"Miles, Jeromy",CIN,45,S,1323000,74,214,7/20/1987,26,4,Massachusetts,"Voorhees, NJ",new jersey,Black
"Milhim, Stephane",JAC,61,OL,,76,300,11/20/1990,23,0,Massachusetts,"Miami, FL",florida,Black
"Miller, Bruce",SF,49,FB,525613,74,248,8/6/1987,26,3,Central Florida,"Canton, GA",georgia,White
"Miller, Heath",PIT,83,TE,495000,77,256,10/22/1982,31,9,Virginia,"Richlands, VA",virginia,White
"Miller, Lamar",MIA,26,RB,645000,70,216,4/25/1991,22,2,Miami (Fla.),"Miami, FL",florida,Black
"Miller, Roy",JAC,97,DL,2250000,74,310,7/9/1987,26,5,Texas,"Fort Lewis, WA",washington,Black
"Miller, Von",DEN,58,LB,5250095,75,250,3/26/1989,24,3,Texas A&M,"Dallas, TX",texas,Black
"Miller, Zach",SEA,86,TE,6800000,77,255,12/11/1985,28,7,Arizona State,"Tempe, AZ",arizona,White
"Milliner, Dee",NYJ,27,CB,3165250,73,199,9/14/1991,22,0,Alabama,,,Black
"Mills, Jordan",CHI,,OL,581200,77,316,12/24/1990,23,0,Louisiana Tech,"Thibodaux, LA",louisiana,Black
"Mincey, Jeremy",JAC,94,DE,5000000,76,265,12/14/1983,30,6,Florida,"Stateboro, GA",georgia,Black
"Mingo, Barkevious",CLE,51,DE,4086750,76,240,10/4/1990,23,0,LSU,"Belle Glade, FL",florida,Black
"Minter, Kevin",ARI,51,LB,1097572,72,246,12/3/1990,23,0,LSU,,,Black
"Minter, Zach",CHI,76,DL,496000,73,297,11/6/1990,23,0,Montana State,"Glendale, AZ",arizona,Black
"Misi, Koa",MIA,55,LB,1166226,75,254,1/17/1987,26,4,Utah,"Santa Rosa, CA",california,Asian/Pacific Islander
"Mitchell, Earl",HOU,92,NT,855875,75,301,9/25/1987,26,4,Arizona,"Houston, TX",texas,Black
"Mitchell, Marvin",MIN,55,LB,815000,75,246,10/21/1984,29,7,Tennessee,"Norfolk, VA",virginia,Black
"Mitchell, Mike",CAR,21,S,725000,72,210,6/10/1987,26,5,Ohio U.,"Fort Thomas, KY",kentucky,Black
"Moala, Fili",IND,95,DE,850000,76,308,6/23/1985,28,5,USC,"Anaheim, CA",california,Black
"Moats, Arthur",BUF,52,LB,618750,74,250,3/14/1988,25,4,James Madison,"Havelock, NC",north carolina,Black
"Monroe, Eugene",JAC,75,OL,5250000,77,306,4/18/1987,26,5,Virginia,"Plainfield, NJ",new jersey,Black
"Montgomery, Sam",HOU,57,LB,666504,75,262,5/25/1990,23,0,LSU,,,Black
"Montgomery, Will",WAS,63,C,3000000,75,304,2/13/1983,30,8,Virginia Tech,"Brunswick, ME",maine,White
"Moody, Nick",SF,54,LB,566918,73,236,1/29/1990,23,0,Florida State,,,Black
"Moore, D.J.",CAR,20,CB,715000,69,190,3/22/1987,26,5,Vanderbilt,"Lakeland, FL",florida,Black
"Moore, Damontre",NYG,79,DE,700063,77,250,9/11/1992,21,0,Texas A&M,,texas,Black
"Moore, Dan",IND,48,RB,,71,240,2/1/1990,23,0,Montana,,,White
"Moore, Denarius",OAK,17,WR,575130,72,190,12/9/1988,25,3,Tennessee,"Tatum, TX",texas,Black
"Moore, Kellen",DET,17,QB,486667,72,197,7/12/1989,24,2,Boise State,"Prosser, WA",washington,White
"Moore, Lance",NO,16,WR,466333,69,190,8/31/1983,30,8,Toledo,"Columbus, OH",ohio,Mixed
"Moore, Marlon",SF,19,WR,630000,72,190,9/3/1987,26,4,Fresno State,"Sacramento, CA",california,Black
"Moore, Matt",MIA,8,QB,4000000,75,216,8/9/1984,29,7,Oregon State,"Van Nuys, CA",california,White
"Moore, Rahim",DEN,26,S,1112032,73,196,2/11/1990,23,3,UCLA,"Los Angeles, CA",california,Black
"Moore, William",ATL,25,S,5650000,72,221,5/18/1985,28,4,Missouri,"Hayti, MO",missouri,Black
"Moreno, Knowshon",DEN,27,RB,3415000,71,220,7/16/1987,26,5,Georgia,"Belford, NJ",new jersey,Black
"Morgan, Aaron",TB,98,DE,510000,76,250,12/30/1988,24,4,Louisiana-Monroe,"New Orleans, LA",louisiana,Black
"Morgan, Derrick",TEN,91,DE,3000000,75,278,1/6/1989,24,4,Georgia Tech,"Lancaster, PA",pennsylvania,Black
"Morgan, Joe",NO,13,WR,3308571,73,184,3/23/1988,25,3,Walsh,"Canton, OH",ohio,Black
"Morgan, Josh",WAS,15,WR,5750000,73,220,6/20/1985,28,6,Virginia Tech,"Washington, DC",DC,Black
"Morgan, Mike",SEA,57,LB,465000,75,226,1/16/1988,25,3,USC,"Dallas, TX",texas,Black
"Morris, Alfred",WAS,46,RB,555775,70,218,12/12/1988,25,2,Florida Atlantic,"Pensacola, FL",florida,Black
"Morstead, Thomas",NO,6,P,435000,76,235,3/8/1986,27,5,Southern Methodist,"Houston, TX",texas,White
"Mosley, Brandon",NYG,67,OL,600146,77,318,12/21/1988,25,1,Auburn,,georgia,White
"Mosley, C.J.",DET,96,DL,1375000,74,310,8/6/1983,30,9,Missouri,"Fort Knox, KY",kentucky,Black
"Moss, Santana",WAS,89,WR,5000000,70,189,6/1/1979,34,13,Miami (Fla.),"Miami, FL",florida,Black
"Motta, Zeke",ATL,41,S,551474,74,215,5/14/1990,23,0,Notre Dame,,,White
"Mouton, Jonas",SD,57,LB,,74,240,3/17/1988,25,3,Michigan,"Venice, CA",california,Black
"Moye, Derek",PIT,14,WR,450000,77,210,8/12/1988,25,1,Penn State,"Rochester, PA",pennsylvania,White
"Muhlbach, Don",DET,48,LS,905000,76,265,8/17/1981,32,10,Texas A&M,"Newark, OH",ohio,White
"Mulumba, Andy",GB,46,LB,496667,75,260,1/31/1990,23,0,Eastern Michigan,,,Black
"Mundy, Ryan",NYG,21,S,780000,73,209,2/11/1985,28,5,West Virginia,"Pittsburgh, PA",pennsylvania,Black
"Munnerlyn, Captain",CAR,41,CB,1100000,68,195,4/10/1988,25,5,South Carolina,"Mobile, AL",alabama,Black
"Murphy, Jerome",WAS,45,CB,510000,72,200,1/13/1987,26,3,South Florida,"Elizabeth, NJ",new jersey,Black
"Murphy, Louis",NYG,18,WR,780000,74,200,5/11/1987,26,5,Florida,"St. Petersburg, FL",florida,Black
"Murray, DeMarco",DAL,29,RB,743360,72,219,2/12/1988,25,3,Oklahoma,"Las Vegas, NV",nevada,Black
"Murray, Latavius",OAK,34,RB,566550,75,230,1/18/1990,23,0,Central Florida,"Nedrow, NY",new york,Black
"Myers, Brandon",NYG,83,TE,3562500,75,256,9/4/1985,28,5,Iowa,"Prairie City, IA",iowa,White
"Myers, Chris",HOU,55,C,6250000,76,288,9/15/1981,32,9,Miami (Fla.),"Miami, FL",florida,White
"Nakamura, Haruki",CAR,43,S,1600000,70,205,4/18/1986,27,6,Cincinnati,"Elyria, OH",ohio,Asian/Pacific Islander
"Nassib, Ryan",NYG,9,QB,653400,75,223,3/10/1990,23,0,Syracuse,,new york,White
"Neal, Mike",GB,96,DE,775000,75,285,6/26/1987,26,4,Purdue,"Gary, IN",indiana,Black
"Neild, Chris",WAS,95,NT,521475,74,325,12/1/1987,26,3,West Virginia,"Cliffside Park, NJ",new jersey,White
"Nelson, Jordy",GB,87,WR,3497250,75,217,5/31/1985,28,6,Kansas State,"Manhattan, KS",kansas,White
"Nelson, Reggie",CIN,20,S,4500000,71,210,9/21/1983,30,7,Florida,"Melbourne, FL",florida,Black
"Newhouse, Marshall",GB,74,OL,695713,76,319,9/29/1988,25,4,Texas Christian,"Dallas, TX",texas,Black
"Newman, Terence",CIN,23,CB,2500000,70,192,9/4/1978,35,11,Kansas State,"Salina, KS",kansas,Black
"Newton, Cam",CAR,1,QB,5506375,77,245,5/11/1989,24,3,Auburn,"Atlanta, GA",georgia,Black
"Newton, Derek",HOU,75,OL,525064,78,330,11/16/1987,26,3,Arkansas State,"Utica, MS",mississippi,Black
"Ngata, Haloti",BAL,92,DL,9704800,76,340,1/21/1984,29,8,Oregon,"Inglewood, CA",california,Black
"Nicholas, Stephen",ATL,54,LB,3500000,75,236,5/1/1983,30,7,South Florida,"Jacksonville, FL",florida,Black
